data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7080952,706,SOM31046,31046,6-May-20,2020,1,Violence against civilians,Attack,Habar Gedir-Ayr Sub-Clan Militia (Somalia),,4,Civilians (Somalia),Habar Gedir-Saleban Sub-Clan Group (Somalia); Pastoralists (Somalia),7,47,Eastern Africa,Somalia,Galgaduud,Cabudwaaq,,Miiracad,5.8999,46.0835,2,Caasimada,National,"On 6 May 2020, armed militiamen from the Ayr sub-clan of Habar Gedir clan shot and killed a civilian pastoralist from the Saleban sub-clan of Habar Gedir clan in the vicinity of Miiracad village (Cabudwaaq, Galgaduud). The motive behind his death was clan retaliation.",1,1589234730,SOM
7081208,728,SSD6673,6673,6-May-20,2020,1,Violence against civilians,Attack,Unidentified Communal Militia (South Sudan),,4,Civilians (South Sudan),Twic East Clan Dinka Ethnic Group (South Sudan); Pastoralists (South Sudan),7,47,Eastern Africa,South Sudan,Jonglei,Twic East,Kongor,Ajong,7.0837,31.3474,2,Radio Tamazuj,Regional,"On 6 May 2020, unknown raiders attacked an unspecified cattle camp near Wanglei in Kongor payam (Jonglei state), killing 1 pastoralist (victim presumed to be Twic East Dinka), and looting an unspecified number of cattle.",1,1589234731,SSD
7081209,728,SSD6677,6677,6-May-20,2020,1,Violence against civilians,Attack,Unidentified Communal Militia (South Sudan),,4,Civilians (South Sudan),Twic East Clan Dinka Ethnic Group (South Sudan); Pastoralists (South Sudan),7,47,Eastern Africa,South Sudan,Jonglei,Twic East,Kongor,Pamot,7.1878,31.3692,2,Radio Tamazuj,Regional,"On 6 May 2020, unknown raiders attacked an unspecified cattle camp near Panyagoor in Kongor payam (Jonglei state), killing 1 pastoralist and wounding another (victims presumed to be Twic East Dinka).",1,1589234731,SSD
7078650,398,KAZ631,631,6-May-20,2020,1,Protests,Peaceful protest,Protesters (Kazakhstan),Health Workers (Kazakhstan),6,,,0,60,Caucasus and Central Asia,Kazakhstan,Aqmola,Tselinogradskiy,,Koschi,51.002,71.3727,1,RFE/RL,International,"On 6 May 2020, about 30 striking paramedics and ambulance drivers protested at the regional ambulance station in Koschi town demanding equal pay for all health workes regardless of status due to equal risk of exposure to coronavirus infection. Protesters complained they don't treat patients but they are first responders which makes them vulnerable just as other medics. [size=about 30]",0,1589217691,KAZ
7083002,32,ARG1830,1830,6-May-20,2020,1,Protests,Protest with intervention,Protesters (Argentina),Polo Obrero; Labour Group (Argentina),6,Police Forces of Argentina (2019-),,1,16,South America,Argentina,Santa Fe,Constitucion,,Villa Constitucion,-33.2273,-60.3299,1,Indymedia Argentina; La Nacion (Argentina),National,"On 6 May 2020, in Villa Constitucion (Santa Fe), members of Polo Obrero protested to complain about issues related to the coronavirus pandemic in Argentina, including the non-arrival of drinking water to the vulnerable neighborhoods across the country and the lack of food in popular restaurants. The group was blocking a street in front of the City Hall and were detained by the police. [size=no report]",0,1589241870,ARG
7081211,466,MLI3800,3800,6-May-20,2020,1,Riots,Violent demonstration,Rioters (Mali),,5,,,0,50,Western Africa,Mali,Koulikoro,Kati,Kati Commune,Kati,12.7482,-8.0722,1,RFI,International,"On 6 May 2020, a number of residents burned tires and barricaded roads in Kati, Kati Commune (Kati, Koulikoro) amid tensions related to elections results and the nightly coronavirus curfew. [size=no report]",0,1589234731,MLI
7081212,466,MLI3797,3797,6-May-20,2020,1,Riots,Violent demonstration,Rioters (Mali),,5,,,0,50,Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8,1,RFI,International,"On 6 May 2020, a number of residents burned tires and barricaded roads in several areas of Bamako (Bamako) amid tensions related to elections results and the nightly coronavirus curfew. [size=no report]",0,1589234731,MLI
7085564,50,BGD17625,17625,6-May-20,2020,1,Protests,Peaceful protest,Protesters (Bangladesh),,6,,,0,60,Southern Asia,Bangladesh,Khulna,Khulna,Khulna,Khulna,22.8097,89.5643,1,Daily Star (Bangladesh),National,"On 6 May 2020, several hundred people staged a protest demonstration outside Khulna Press Club in Khulna city (Khulna) alleging that they have barely received any relief support from the government or any private organizations amid coronavirus lockdown. [size=several hundred]",0,1589292775,BGD
7078653,51,ARM3828,3828,6-May-20,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Lori,Tumanian,,Alaverdi,41.0812,44.6154,1,Shamshyan,National,"On 6 May 2020, the copper smelters held a protest in Alaverdi (Tumanyan, Lori, Armenia) and demanded unpaid salaries from their employers. [size=no report]",0,1589217691,ARM
7080701,204,BEN275,275,6-May-20,2020,1,Riots,Violent demonstration,Rioters (Benin),Prisoners (Benin),5,,,0,50,Western Africa,Benin,Oueme,Akpro-Misserete,,Misserete,6.5587,2.5906,1,La Nouvelle (Benin); Benin Times; Banouto,National,"On 6 May 2020, prisoners in Misserete (Akpro-Misserete, Oueme) demonstrated over a search of the cells by prison guards. Chairs were burnt and property destroyed. [size=no report]",0,1589234729,BEN
7080957,706,SOM31108,31108,6-May-20,2020,1,Battles,Armed clash,Al Shabaab,,2,AMISOM: African Union Mission in Somalia (2007-) (Burundi),,8,28,Eastern Africa,Somalia,Middle Shabelle,Cadale,,Xaaji-Cali,2.9192,46.2173,2,Calamada,National,"On 6 May 2020, Al shabaab militants attacked a convoy of AMISOM forces travelling from Jowhar town near Xaaji-Cali village (Xaaji-Cali, Cadale). After heavy exchange of gunfire from both sides, Al shabaab militants retreated.",0,1589234730,SOM
7085565,50,BGD17628,17628,6-May-20,2020,1,Protests,Peaceful protest,Protesters (Bangladesh),Labour Group (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Khulna,Khulna,Phultala,Phultala,22.975,89.4583,1,Daily Star (Bangladesh),National,"On 6 May 2020, several hundred transport workers staged a protest demonstration by blocking Khulna-Dhaka highway at Phultala Bus Terminal in Phultala town (Phultala, Khulna) demanding aid relief amid coronavirus lockdown. [size=several hundred]",0,1589292775,BGD
7080958,706,SOM31107,31107,6-May-20,2020,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2017-),,1,12,Eastern Africa,Somalia,Banadir,Hodan,,Mogadishu-Hodan,2.0333,45.35,1,Calamada,National,"On 6 May 2020, Al shabaab militants threw a hand grenade at Govt forces (assumed military) in KBB neighborhood in Mogadishu-Hodan district (Hodan,Banadir). Government forces opened gunfire in response. The explosion killed one soldier.",1,1589234730,SOM
7081214,504,MOR2731,2731,6-May-20,2020,1,Protests,Peaceful protest,Protesters (Morocco),,6,,,0,60,Northern Africa,Morocco,Tanger-Tetouan-Al Hoceima,Tangier - Assilah,Tangier,Tangier,35.7806,-5.8137,1,Rissala Al Oumma,National,"On 6 May 2020, around 450 parents of students held a protest sit-in in front of a private school in Tangier (Tangier), denouncing the stoppage of online classes provided by the school since the start of the coronavirus outbreak. [size=around 450]",0,1589234731,MAR
7079679,484,MEX17893,17893,6-May-20,2020,1,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),6,,,0,60,Central America,Mexico,Guerrero,Acapulco de Juarez,,Acapulco de Juarez,16.8619,-99.8866,2,Milenio; El Sol de Acapulco,Subnational-National,"On 6 May 2020, on the road that connects Acapulco to Zihuatanejo, Guerrero, bus drivers protested rejecting the permits that some bus travel companies have to operate during the suspension of activities caused by the coronavirus pandemic. [size=no report]",0,1589232620,MEX
7081215,566,NIG16967,16967,6-May-20,2020,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Niger,Rafi,,Pandogari,10.4099,6.3985,2,Sahara Reporters,Regional,"On 6 May 2020, unidentified gunmen attacked Allawa, along the road to Pandogari (Rafi LGA, Niger) and abducted 4 people. Residents were forced to flee.",0,1589234731,NGA
7085567,50,BGD17627,17627,6-May-20,2020,1,Riots,Mob violence,Rioters (Bangladesh),,5,Police Forces of Bangladesh (2009-),,1,15,Southern Asia,Bangladesh,Khulna,Narail,Narail,Narail,23.1551,89.4952,2,Daily Star (Bangladesh),National,"On 6 May 2020, two police personnel were injured in an attack by a mob who tried to snatch an alleged criminal from police custody in Narail Sadar Upazila (Narail, Khulna). They also vandalized a vehicle. [size=no report]",0,1589292775,BGD
7090687,360,IDN4005,4005,6-May-20,2020,1,Protests,Protest with intervention,Protesters (Indonesia),Students (Indonesia),6,Police Forces of Indonesia (2014-),,1,16,South-Eastern Asia,Indonesia,North Sumatra,Medan,West Medan,Silalas,3.6047,98.6709,1,Tribunnews,National,"On 6 May 2020, four students held a protest in front of the state-owned oil and gas company office building in Silalas subdistrict, West Medan district, Medan city, North Sumatra province, opposing the hike in oil and gas prices. The police intervened and arrested the students, as they were violating restrictions on social gatherings due to the coronavirus pandemic. [size=4]",0,1589298704,IDN
7080960,706,SOM31102,31102,5-May-20,2020,1,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2017-),,1,12,Eastern Africa,Somalia,Lower Shabelle,Marka,,Janaale,1.8,44.7,1,Calamada,National,"On 5 May 2020, Al shabaab militants attacked Govt forces (assumed military) in Janaale town (Marka, Lower Shabelle). The two sides allegedly exchanged heavy gunfire and Al shabaab militants retreated.",0,1589234730,SOM
7085824,356,IND74307,74307,5-May-20,2020,1,Riots,Mob violence,Rioters (India),,5,Police Forces of India (2014-),,1,15,Southern Asia,India,Rajasthan,Jaisalmer,Pokhran,Khetolai,27.0243,71.7112,1,Times of India,National,"On 5 May 2020, villagers pelted stones at police in Khetolai village of Pokhran subdivision (Jaisalmer, Rajasthan), who were trying to settle a dispute between a woman and a doctor. Three police personnel and a villager were injured and 6 people arrested. [size=at least 6]",0,1589292777,IND
7090688,116,KHM1997,1997,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Cambodia),Bunong Ethnic Group (Cambodia); Kuoy Ethnic Group (Cambodia),6,,,0,60,South-Eastern Asia,Cambodia,Mondul Kiri,Kaev Seima,Kaev Seima,Kaev Seima,12.1873,106.8806,2,Voice of Democracy (Cambodia),National,"On 5 May 2020, more than 200 people of Bunong and Kuy ethnicity gathered at Keav Seima District Hall in Keav Seima district of Mondul Kiri to protest against the government banning their access to land inside a wildlife sanctuary. [size=more than 200]",0,1589298704,KHM
7085569,50,BGD17619,17619,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Bangladesh),Labour Group (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Dhaka,Savar,Ashulia,23.8964,90.3262,1,Daily Star (Bangladesh),National,"On 5 May 2020, at least 250 workers of a garment factory staged a protest demonstration in front of a factory in Ashulia town (Savar, Dhaka) demanding arrears and protesting the prolonged closure of the factory in midst of the coronavirus lockdown. [size=at least 250]",0,1589292775,BGD
7085571,586,PAK57410,57410,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Pakistan),Muslim Group (Pakistan),6,,,0,60,Southern Asia,Pakistan,Punjab,Gujrat,Gujrat,Gujrat,32.5728,74.0789,1,Dawn (Pakistan),National,"On 5 May 2020, followers of a cleric who was arrested for derogatory remarks against religious scholars protested in Gujrat city (Gujrat, Punjab), demanding release of the cleric. [size=no report]",0,1589292775,PAK
7079940,484,MEX17884,17884,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),6,,,0,60,Central America,Mexico,Campeche,Campeche,,San Francisco de Campeche,19.8448,-90.5396,1,Tribuna Campeche,Subnational,"On 5 May 2020, in San Francisco Campeche, Campeche, workers from a transport company demonstrated at the company's offices to ask for support in dealing with the drop in income caused by the coronavirus. [size=no report]",0,1589232621,MEX
7083524,760,SYR78208,78208,5-May-20,2020,1,Strategic developments,Change to group/activity,Military Forces of Turkey (2016-),Military Forces of Russia (2000-),8,,,0,80,Middle East,Syria,Idleb,Idleb,Saraqab,Turnabah,35.8603,36.7678,2,SOHR; Liveuamap,Local partner-New media,"Movement of forces: On 5 May 2020, a joint patrol by Turkish and Russian forces took place on M4 highway, starting from Turnabah town to the outskirts of Ariha town in Idleb countryside.",0,1589243119,SYR
7085574,50,BGD17622,17622,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Bangladesh),,6,,,0,60,Southern Asia,Bangladesh,Dhaka,Madaripur,Madaripur,Madaripur,23.171,90.2094,2,Dhaka Tribune,National,"On 5 May 2020, residents of Banshkandi UP staged a protest demonstration in Madaripur district (Madaripur, Dhaka) alleging irregularities in relief distribution by UP chairman amid coronavirus lockdown. [size=no report]",0,1589292776,BGD
7080711,854,BFO3711,3711,5-May-20,2020,1,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Sahel,Yagha,Mansila,Mansila,13.165,0.639,1,L'Observateur Paalga; Whatsapp,New media-National,"On 5 May 2020, JNIM or ISGS militants abducted a civilian in Mansila (Mansila, Yagha).",0,1589234729,BFA
7083015,152,CHI3695,3695,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Atacama,Copiapo,Copiapo,Copiapo,-27.3668,-70.3314,1,24 Horas (Chile),National,"On 5 May 2020, in Copiapo (Atacama), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of all the companies that operate in the city. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7080968,710,SAF12623,12623,5-May-20,2020,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Cape Times,Subnational,"On 5 May 2020, about 70 surfers held a standstill demonstration at Bloubergstrand beach in Cape Town (City of Cape Town, Western Cape) during the exercise window, demanding the allowance of surfing during the level 4 of the national coronavirus lockdown. [size=about 70]",0,1589234730,ZAF
7083016,152,CHI3703,3703,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,24 Horas (Chile),National,"On 5 May 2020, in Temuco (Araucania), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of the company that operates in the city. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7083272,76,BRA14392,14392,5-May-20,2020,1,Battles,Armed clash,Military Forces of Brazil (2019-) Military Police,,1,Unidentified Gang (Brazil),,3,13,South America,Brazil,Bahia,Utinga,,Utinga,-12.0781,-41.0907,1,G1,National,"On 5 May 2020, in Utinga, Bahia, armed men used explosives in a bank agency robbery. During the act, the group opened fire against a military police unit and threw nails on the road to prevent a possible chase. No fatalities.",0,1589241872,BRA
7083017,152,CHI3696,3696,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Atacama,Chanaral,Diego de Almagro,Diego de Almagro,-26.391,-70.0481,1,24 Horas (Chile),National,"On 5 May 2020, in Diego de Almagro (Biobio), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of the company that operates in the district. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7085577,50,BGD17620,17620,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Bangladesh),Labour Group (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Chittagong,Comilla,Daudkandi,Daudkandi,23.5354,90.7125,2,Dhaka Tribune,National,"On 5 May 2020, workers of Rent-A-Car association staged a protest demonstration at Dhaka-Chittagong highway in Daudkandi Upazila (Comilla) demanding relief aid amid coronavirus lockdown. [size=no report]",0,1589292776,BGD
7085833,356,IND74204,74204,5-May-20,2020,1,Riots,Mob violence,Rioters (India),,5,Rioters (India),Labour Group (India),5,55,Southern Asia,India,Uttar Pradesh,Maharajganj,Nichlaul,Nichlaul,27.309,83.7254,1,United News of India,National,"On 5 May 2020, a mob of youth pelted stones and clashed with a group of MNREGA workers/labourers, in Nichlaul, Maharajganj (UP) over the construction of a road under MNREGA. 9 injured. [size=at least 9]",0,1589292777,IND
7083018,152,CHI3694,3694,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,24 Horas (Chile),National,"On 5 May 2020, in Antofagasta (Antofagasta), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of the company that operates in the city. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7083530,760,SYR78240,78240,5-May-20,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Aleppo,Al Bab,Al Bab,Al Bab,36.3697,37.5149,1,SNHR; SOHR; Liveuamap,Local partner-Other,"On 5 May 2020, an IED planted in a car by an unknown armed group exploded near Fatimah Al Zahrah mosque in Al Bab city, killing the driver who works in currency exchange.",1,1589243119,SYR
7083019,152,CHI3702,3702,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,O'Higgins,Cachapoal,Rancagua,Rancagua,-34.1708,-70.7444,1,24 Horas (Chile),National,"On 5 May 2020, in Rancagua (O'Higgins), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of all the companies that operate in the city. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7090955,688,SRB1507,1507,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Serbia),Don't Let Belgrade D(r)own,6,,,0,60,Europe,Serbia,Central Serbia,Nisava,,Nis,43.3234,21.9018,1,N1TV Online,Regional,"On 5 May 2020, citizens protested from their balconies in Nis, Serbia, against the government. The protest was initiated by Don't Let Belgrade D(r)own, in response to what they say is a 'dictatorship, laid bare by the coronavirus'. [size=no report]",0,1589305745,SRB
7079948,484,MEX17867,17867,5-May-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,3,Civilians (Mexico),,7,37,Central America,Mexico,Baja California,Ensenada,,Ensenada,31.8089,-116.5951,1,Zeta Tijuana,Subnational,"On 5 May 2020, in Ensenada, Baja California, a man was shot by two armed individuals in Colonia Ampliacion Centro. The victim died in the hospital from his wounds. The event was recorded and circulated on social networks. 1 fatality",1,1589232621,MEX
7083020,152,CHI3700,3700,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Magallanes,Ultima Esperanza,Natales,Puerto Natales,-51.7308,-72.4952,1,24 Horas (Chile),National,"On 5 May 2020, in Puerto Natales (Los Lagos), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of the company that operates in the district. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7079181,422,LBN5103,5103,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Lebanon),Labour Group (Lebanon),6,,,0,60,Middle East,Lebanon,North,Tripoli,,Tripoli,34.4367,35.8497,1,Murr TV,National,"On 5 May 2020, owners, employees, and workers of restaurants held a sit-in at the al Nini roundabout in the Dam and Farez area of Tripoli, and demanded that they be allowed to work legally and orderly. Protesters aimed at raising awareness to their dire economic conditions due to the coronavirus restrictions and the effect the October 17 protests have had on their businesses. [size=no report]",0,1589220519,LBN
7083021,152,CHI3701,3701,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Magallanes,Magallanes,Punta Arenas,Punta Arenas,-53.1548,-70.9113,1,24 Horas (Chile),National,"On 5 May 2020, in Punta Arenas (Magallanes), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of all the companies that operate in the city. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7081230,788,TUN6368,6368,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Tunis,Cite El Khadra,,El Menzah,36.84,10.177,1,Shems FM,Regional,"On 5 May 2020, families of undocumented migrants detained in Spain gathered in front of the Ministry of Foreign Affairs in El Menzah (Cite El Khadra, Tunis) to protest against the deportation of their family members to Tunisia. [size=no report]",0,1589234731,TUN
7083022,152,CHI3698,3698,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Metropolitana,Santiago,La Florida,La Florida,-33.5324,-70.5748,1,24 Horas (Chile),National,"On 5 May 2020, in La Florida (Metropolitana), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of the company that operates in the district. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7083023,152,CHI3704,3704,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Biobio,Concepcion,Tome,Tome,-36.6175,-72.9559,1,24 Horas (Chile),National,"On 5 May 2020, in Tome (Biobio), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of the company that operates in the district. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7085583,356,IND74405,74405,5-May-20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Early Times (India),Subnational,"On 5 May 2020, hundreds of migrant labourers staged a protest at Jammu city (J&K) over failure of authorities to provide them with ration during the lockdown due to coronavirus outbreak. [size=hundreds]",0,1589292776,IND
7080720,180,DRC17169,17169,5-May-20,2020,1,Battles,Armed clash,FPIC: Patriotic and Integrationist Force of Congo,,3,Military Forces of the Democratic Republic of Congo (2019-),,1,13,Middle Africa,Democratic Republic of Congo,Ituri,Irumu,Mobala,Marabo,1.4384,30.0001,1,Actualite; CRDH; Twitter; Radio Okapi; La Prunelle; 7 Sur 7,Other-New media,"On 5 May 2020, the Patriotic and Integrationist Force of Congo (FPIC) clashed with FARDC at a military camp in Marabo (Irumu, Ituri) resulting in 10 fatalities, including 4 rebels, 4 soldiers and 2 civilians (2 children). At least 2 FARDC and 6 rebels were injured, and 2 other rebels captured. Some sources stated that between 8-12 rebels were killed in addition to the other fatalities. The FPIC cadres looted several weapons and set on fire some huts during the clash.",10,1589234729,COD
7083024,152,CHI3705,3705,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,24 Horas (Chile),National,"On 5 May 2020, in Valparaiso (Valparaiso), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of all the companies that operate in the city. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7085584,356,IND74406,74406,5-May-20,2020,1,Protests,Peaceful protest,Protesters (India),AICSSO: All India Confederation of SC/ST Organisations; Dalit Caste Group (India); Tribal Group (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Early Times (India),Subnational,"On 5 May 2020, president of AICSSO along with few other members protested at Jammu city (J&K) to highlight the demands of sanitization workers including pending salary for the past nine months. [size=few]",0,1589292776,IND
7090704,112,BLR364,364,5-May-20,2020,1,Protests,Protest with intervention,Protesters (Belarus),Journalists (Belarus),6,Police Forces of Belarus (1994-),,1,16,Europe,Belarus,Mogilev,Mogilev,,Mogilev,53.9168,30.3449,1,Viasna; Charter-97; Nasha Niva; TUT.BY,Other-National,"On 5 May 2020, tens of people held a protest organized by two bloggers in Mogilev over the government's response to the coronavirus pandemic and the strict drug policies. The protesters also demanded the resignation of president Lukashenka. The police attempted to arrest one of the protesters who was looking like one of the organizers, but the protesters managed to protect the person. [size=tens]",0,1589305744,BLR
7080721,180,DRC17178,17178,5-May-20,2020,1,Violence against civilians,Attack,Mayi Mayi Militia (Nyatura),,3,Civilians (Democratic Republic of Congo),,7,37,Middle Africa,Democratic Republic of Congo,Sud-Kivu,Kalehe,Batayo,Lumbishi,-1.8282,28.7574,1,Actualite; 7 Sur 7; Radio Okapi,National,"On 5 May 2020, the chief of a Nyatura militia (Karume Mathias) beat up a civilian in Lumbishi (Kalehe, Sud-Kivu). This leader surrendered to the FARDC last February, escaped the military camp and returned to his village. The motive of the attack is unknown.",0,1589234729,COD
7083025,152,CHI3697,3697,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Biobio,Concepcion,Hualqui,Hualqui,-36.9727,-72.9356,1,24 Horas (Chile),National,"On 5 May 2020, in Hualqui (Biobio), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of the company that operates in the district. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7090961,688,SRB1508,1508,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Serbia),Don't Let Belgrade D(r)own,6,,,0,60,Europe,Serbia,Central Serbia,Sumadija,,Kragujevac,44.0109,20.909,1,N1TV Online,Regional,"On 5 May 2020, citizens protested from their balconies in Kragujevac, Serbia, against the government. The protest was initiated by Don't Let Belgrade D(r)own, in response to what they say is a 'dictatorship, laid bare by the coronavirus'. [size=no report]",0,1589305745,SRB
7083026,152,CHI3699,3699,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Coquimbo,Elqui,La Serena,La Serena,-29.9045,-71.2489,1,24 Horas (Chile),National,"On 5 May 2020, in La Serena (Coquimbo), firefighters protested against cuts from the national budget for fire companies. The group staged a peaceful protest and turned on the emergency alarms of all the companies that operate in the city. The budget reduction was ordered due to the economic crisis aggravated by the coronavirus pandemic. [size=no report]",0,1589241870,CHL
7090962,688,SRB1505,1505,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Serbia),Don't Let Belgrade D(r)own,6,,,0,60,Europe,Serbia,Belgrade,Belgrade,,Belgrade,44.6916,20.4261,1,N1TV Online,Regional,"On 5 May 2020, citizens protested from their balconies in Belgrade, Serbia, against the government. The protest was initiated by Don't Let Belgrade D(r)own, in response to what they say is a 'dictatorship, laid bare by the coronavirus'. [size=no report]",0,1589305745,SRB
7078675,4,AFG45445,45445,5-May-20,2020,2,Battles,Armed clash,Taliban,,2,Military Forces of Afghanistan (2014-),,1,12,Caucasus and Central Asia,Afghanistan,Logar,Pul i Alam,,Puli Alam,33.9953,69.0227,2,Voice of Jihad,Other,"Around 5 May 2020 (as reported), Taliban militants attacked an Afghan military supply convoy, destroying a fuel truck, in Puli Alam district, Logar. No casualties reported by the source.",0,1589217691,AFG
7080979,508,MZM1520,1520,5-May-20,2020,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mozambique),,3,Civilians (Mozambique),Labour Group (Mozambique),7,37,Eastern Africa,Mozambique,Manica,Chimoio,Cidade De Chimoio,Chimoio,-19.1164,33.4833,1,Club Mozambique,National,"On 5 May 2020, a Mozambican businessman and philanthropist of Indian-origin was abducted by armed people in Chimoio (Chimoio, Manica). Links to Islamic militants is not confirmed.",0,1589234730,MOZ
